timestamp,open,high,low,close,volume,symbol
2025-10-16T09:30:00-04:00,4998.71711351182,5000.585085476433,4997.290342078443,4998.960795392801,4368,ES
2025-10-16T09:31:00-04:00,4998.393744556271,4999.832054616403,4997.224605001105,4997.464231860335,3001,ES
2025-10-16T09:32:00-04:00,4998.511432679901,5000.724744265567,4998.202442018419,4997.756854474743,2309,ES
2025-10-16T09:33:00-04:00,4998.60079697267,5001.223138503997,4997.270769493525,4998.053318368729,861,ES
2025-10-16T09:34:00-04:00,4998.889839092256,4998.928909958406,4996.163497303136,4997.926581260833,299,ES
2025-10-16T09:35:00-04:00,4997.171181471974,4998.584862627128,4994.763057225252,4996.938879695775,817,ES
2025-10-16T09:36:00-04:00,4996.522912136272,4999.20545095851,4995.287422410035,4996.774717898477,3156,ES
2025-10-16T09:37:00-04:00,4995.249493202717,4996.709980574223,4993.006149376604,4996.1144441967635,323,ES
2025-10-16T09:38:00-04:00,4996.637129463111,4996.819058482647,4995.652503640147,4996.99554371044,351,ES
2025-10-16T09:39:00-04:00,4994.638666985349,4995.220575338668,4992.821648785046,4994.43297435851,4698,ES
2025-10-16T09:40:00-04:00,4993.727356204898,4996.582715332866,4990.822303586012,4993.118642945404,3082,ES
2025-10-16T09:41:00-04:00,4993.317422032313,4995.409766716742,4991.920191663612,4993.776316365971,1042,ES
2025-10-16T09:42:00-04:00,4994.935950567744,4997.252698836834,4993.692871734757,4995.254338055733,703,ES
2025-10-16T09:43:00-04:00,4995.923716898178,4998.49257016745,4993.540741338199,4995.4778053335285,2597,ES
2025-10-16T09:44:00-04:00,4995.163234605502,4998.017917706796,4992.528939656053,4994.689297463891,3226,ES
2025-10-16T09:45:00-04:00,4996.041593732787,4996.678271626117,4995.3375022309565,4995.154538850091,3777,ES
2025-10-16T09:46:00-04:00,4994.1102929840445,4995.55505403244,4991.453856219174,4993.741512639504,4878,ES
2025-10-16T09:47:00-04:00,4994.726623193563,4997.428407201418,4993.990867297058,4995.612713533159,3981,ES
2025-10-16T09:48:00-04:00,4995.55791633489,4996.641468424055,4993.822518590201,4995.3088728794455,2181,ES
2025-10-16T09:49:00-04:00,4994.05276054629,4994.664822442606,4992.9935768273035,4993.74239761598,833,ES
2025-10-16T09:50:00-04:00,4992.296273055729,4994.707083617833,4989.416112328426,4991.833846103774,149,ES
2025-10-16T09:51:00-04:00,4992.920438235047,4995.69024187801,4991.744579636772,4992.586168798321,1405,ES
2025-10-16T09:52:00-04:00,4993.7601917175925,4996.508339641891,4991.688459426731,4994.123142148124,1337,ES
2025-10-16T09:53:00-04:00,4993.276429783044,4995.566149456646,4990.979274257311,4993.394555924518,477,ES
2025-10-16T09:54:00-04:00,4993.29102429414,4994.033164794768,4991.539844924877,4993.075689944019,3139,ES
2025-10-16T09:55:00-04:00,4992.988685995246,4994.071774955831,4990.568120174308,4992.637477245957,1488,ES
2025-10-16T09:56:00-04:00,4992.9380989485135,4994.750260170478,4992.873908468138,4992.683416467128,727,ES
2025-10-16T09:57:00-04:00,4993.610489079377,4995.0308885911845,4993.359856424256,4993.3417934431345,4612,ES
2025-10-16T09:58:00-04:00,4994.397954479052,4997.0501043581535,4993.14105282192,4993.841398156352,3456,ES
2025-10-16T09:59:00-04:00,4995.64636859605,4997.785690480944,4994.344878565339,4996.327221343199,3123,ES
2025-10-16T10:00:00-04:00,4996.89553712116,4998.684070873165,4995.702980526842,4996.4304842069505,3842,ES
2025-10-16T10:01:00-04:00,4998.459407784737,5000.060332367113,4996.871172754556,4998.047390369569,2764,ES
2025-10-16T10:02:00-04:00,4998.401126328707,5000.944510710717,4996.925643820633,4999.207409868643,514,ES
2025-10-16T10:03:00-04:00,5000.384537849182,5001.020836320673,4998.721460485362,5001.347431961339,4565,ES
2025-10-16T10:04:00-04:00,5000.404943362466,5000.723480985149,4999.633959267631,4999.920622152699,4756,ES
2025-10-16T10:05:00-04:00,5000.951469333113,5001.177684909338,5000.485979362786,5000.788251887163,4920,ES
